canonical	count	symbol	root	quality	root_qual	common	root_common	pitch_names	chord_size
"000100000001"	5719	*	C-	major	C- major	interval class 4	C- interval class 4	E- C-	2
"001011010011"	9	E/ob9/DaddB	E	other	E other	combinatorial RI (RI1)	E combinatorial RI (RI1)	D E F G B- B	6
"001001001001"	6621	G#o7/D	G#	diminished	G# diminished	diminished seventh chord	G# diminished seventh chord	D F G# B	4
"100010001101"	63	AmM9/C	A	minor	A minor	minor-major ninth chord	A minor-major ninth chord	C E G# A B	5
"100000011000"	1216	*	A-	major	A- major	incomplete major-seventh chord	A- incomplete major-seventh chord	C G A-	3
"000110110000"	46	*	E-	other	E- other	alternating tetramirror	E- alternating tetramirror	E- E G- G	4
"000101010000"	1975	*	E-	major	E- major	whole-tone trichord	E- whole-tone trichord	E- F G	3
"001110010100"	6	*	E-	major	E- major	double-seconds triple-fourth pentachord	E- double-seconds triple-fourth pentachord	D E- E G A	5
"110000010100"	53	*	A	other	A other	all-interval tetrachord	A all-interval tetrachord	C C# G A	4
"010101010010"	140	D#9/C#	D#	major	D# major	dominant-ninth	D# dominant-ninth	C# D# E# F## A#	5
"010101011010"	14	D#11/C#	D#	major	D# major	dominant-eleventh	D# dominant-eleventh	C# D# E# F## G# A#	6
"001010110010"	22	E/o9/D	E	diminished	E diminished	diminished-augmented ninth chord	E diminished-augmented ninth chord	D E F# G B-	5
"010000001000"	2777	C#power	C#	other	C# other	interval class 5	C# interval class 5	C# G#	2
"000011010001"	598	EmaddF	E	minor	E minor	all-interval tetrachord	E all-interval tetrachord	E F G B	4
"100100110110"	8	Aob9/CaddG	A	diminished	A diminished	combinatorial I (I11)	A combinatorial I (I11)	C E- G- G A B-	6
"001101010100"	23	DmaddG,E-	D	minor	D minor	phrygian pentachord	D phrygian pentachord	D E- F G A	5
"010010000011"	133	A#dim/C#addB	A#	diminished	A# diminished	minor-second diminished tetrachord	A# minor-second diminished tetrachord	C# E A# B	4
"010001101001"	59	C#7addF#	C#	major	C# major	Kumoi pentachord	C# Kumoi pentachord	C# E# F# G# B	5
"101100001010"	64	A-/CaddB-,D	A-	major	A- major	lydian pentachord	A- lydian pentachord	C D E- A- B-	5
"000100000011"	278	*	C-	major	C- major	incomplete major-seventh chord	C- incomplete major-seventh chord	E- B- C-	3
"101101000000"	611	*	D	minor	D minor	minor tetramirror	D minor tetramirror	C D E- F	4
"001101100101"	6	*	E-	other	E- other	combinatorial RI (RI4)	E- combinatorial RI (RI4)	D E- F G- A B	6
"011000001011"	5	G#dim/C#addA#	G#	diminished	G# diminished	alternating pentachord	G# alternating pentachord	C# D G# A# B	5
"100100010010"	3464	Cm7	C	minor	C minor	minor seventh chord	C minor seventh chord	C E- G B-	4
"100100101100"	82	A-7/CaddA	A-	major	A- major	flat-ninth pentachord	A- flat-ninth pentachord	C E- G- A- A	5
"101010100001"	14	Bm/CaddE	B	minor	B minor	phrygian pentachord	B phrygian pentachord	C D E F# B	5
"000011001101"	15	*	F	other	F other	Roma (Gypsy) pentachord	F Roma (Gypsy) pentachord	E F A- A B	5
"110000000110"	17	*	A	other	A other	alternating tetramirror	A alternating tetramirror	C C# A A#	4
"000001000100"	33803	*	F	major	F major	interval class 4	F interval class 4	F A	2
"111011010100"	6	D-+M7/CaddG,E,D	D-	augmented	D- augmented		D- 	C D- D E F G A	7
"010100010010"	4204	D#7/C#	D#	major	D# major	dominant seventh chord	D# dominant seventh chord	C# D# F## A#	4
"010000010100"	5466	*	A	major	A major	incomplete dominant-seventh chord	A incomplete dominant-seventh chord	C# G A	3
"000010100000"	4951	*	F#	other	F# other	interval class 2	F# interval class 2	E F#	2
"000010100011"	70	*	F#	major	F# major	tritone quartal tetrachord	F# tritone quartal tetrachord	E F# A# B	4
"101011000110"	15	B-M9/CaddE	B-	major	B- major	phrygian hexamirror	B- phrygian hexamirror	C D E F A B-	6
"000010011010"	68	EdimaddG#	E	other	E other	major-third diminished terachord	E major-third diminished terachord	E G G# B-	4
"100101001110"	6	Fm7/CaddA,B-	F	other	F other		F 	C E- F A- A B-	6
"100101010001"	20	CmM7addF	C	minor	C minor	enigmatic pentachord	C enigmatic pentachord	C E- F G B	5
"100001010010"	1292	*	G	minor	G minor	quartal tetramirror	G quartal tetramirror	C F G B-	4
"011000001101"	77	G#dim/C#addA	G#	diminished	G# diminished	locrian pentachord	G# locrian pentachord	C# D G# A B	5
"010100001000"	544	C#sus2	C#	other	C# other	quartal trichord	C# quartal trichord	C# D# G#	3
"000001101010"	33	G-M9/F	G-	major	G- major	phrygian tetrachord	G- phrygian tetrachord	F G- A- B-	4
"011100100000"	7	*	D	major	D major	minor third tetracluster	D minor third tetracluster	C# D D# F#	4
"000100011011"	12	E-addB,A-	E-	other	E- other	minor-major ninth chord	E- minor-major ninth chord	E- G A- B- B	5
"011011000000"	43	DmM9/C#	D	minor	D minor	alternating tetramirror	D alternating tetramirror	C# D E F	4
"110101001101"	17	D-M9/C-addA,C-	D-	other	D- other		D- 	C D- E- F A- A C-	7
"100011010100"	510	FM9/C	F	major	F major	major-ninth chord	F major-ninth chord	C E F G A	5
"110001010000"	46	*	D-	major	D- major	minor-second quartal tetrachord	D- minor-second quartal tetrachord	C D- F G	4
"010000110100"	545	F#m/C#addG	F#	minor	F# minor	all-interval tetrachord	F# all-interval tetrachord	C# F# G A	4
"100010110101"	23	F#/o11/C	F#	diminished	F# diminished	minor hexachord	F# minor hexachord	C E F# G A B	6
"110101000010"	13	B-m/CaddE-	B-	minor	B- minor	dorian pentachord	B- dorian pentachord	C D- E- F B-	5
"100001011001"	13	Fm/CaddG,B	F	minor	F minor	Roma (Gypsy) pentachord	F Roma (Gypsy) pentachord	C F G A- B	5
"010010110011"	8	F#7/C#addG,B	F#	major	F# major	combinatorial RI (RI9)	F# combinatorial RI (RI9)	C# E F# G A# B	6
"010010100110"	19	F#m7/C#addA#	F#	other	F# other	Neapolitan pentachord	F# Neapolitan pentachord	C# E F# A A#	5
"010011000110"	11	A/C#addA#,E#	A	other	A other	Persian pentamirror	A Persian pentamirror	C# E E# A A#	5
"000001110000"	33	*	G	other	G other	chromatic trimirror	G chromatic trimirror	F F# G	3
"100011010101"	60	FM9/CaddB	F	major	F major	phrygian hexamirror	F phrygian hexamirror	C E F G A B	6
"001100100110"	14	E-mM7/DaddA	E-	minor	E- minor	Persian pentamirror	E- Persian pentamirror	D E- G- A B-	5
"100011001001"	24	FmM7/CaddB	F	minor	F minor	Persian pentamirror	F Persian pentamirror	C E F A- B	5
"101100110101"	14	Ao9/CaddG,D	A	diminished	A diminished	harmonic major scale	A harmonic major scale	C D E- G- G A B	7
"111001001101"	16	*	B	other	B other		B 	C D- D F A- A B	7
"010001011010"	27	A#m/C#addG,G#	A#	minor	A# minor	diminished-major ninth chord	A# diminished-major ninth chord	C# E# G G# A#	5
"011001000000"	337	*	D	minor	D minor	major-minor trichord	D major-minor trichord	C# D F	3
"100100010101"	18	A/o9/C	A	diminished	A diminished	diminished-augmented ninth chord	A diminished-augmented ninth chord	C E- G A B	5
"101110100100"	13	D7/CaddE,E-	D	major	D major	combinatorial RI (RI6)	D combinatorial RI (RI6)	C D E- E F# A	6
"110001011000"	11	D-maj7/CaddG	D-	major	D- major	Hirajoshi pentatonic	D- Hirajoshi pentatonic	C D- F G A-	5
"001100110001"	5	*	E-	other	E- other	Lebanese pentachord	E- Lebanese pentachord	D E- G- G B	5
"000010110101"	138	EmaddA,F#	E	minor	E minor	dorian pentachord	E dorian pentachord	E F# G A B	5
"101110000000"	5	*	C	other	C other	major-second tetracluster	C major-second tetracluster	C D E- E	4
"010011100101"	6	F#m7/C#addE#,B	F#	minor	F# minor	combinatorial RI (RI2)	F# combinatorial RI (RI2)	C# E E# F# A B	6
"010000100100"	8191	F#m/C#	F#	minor	F# minor	minor triad	F# minor triad	C# F# A	3
"101100100000"	192	CdimaddD	C	diminished	C diminished	harmonic minor tetrachord	C harmonic minor tetrachord	C D E- G-	4
"001001010011"	99	Gm7/DaddB	G	other	G other	Neapolitan pentachord	G Neapolitan pentachord	D F G B- B	5
"011000101001"	20	G#/o7/C#	G#	diminished	G# diminished	Kumoi pentachord	G# Kumoi pentachord	C# D F# G# B	5
"010100000101"	50	B9/C#	B	major	B major	whole-tone tetramirror	B whole-tone tetramirror	C# D# A B	4
"100000101010"	16	A-9/C	A-	major	A- major	whole-tone tetramirror	A- whole-tone tetramirror	C G- A- B-	4
"100110000000"	303	*	C	other	C other	major-minor trichord	C major-minor trichord	C E- E	3
"000000100111"	6	Bpower/F#addA,A#	B	other	B other	minor third tetracluster	B minor third tetracluster	F# A A# B	4
"010001010000"	433	*	C#	other	C# other	incomplete half-diminished seventh chord	C# incomplete half-diminished seventh chord	C# E# G	3
"100010010001"	2484	Cmaj7	C	major	C major	major seventh chord	C major seventh chord	C E G B	4
"011110000100"	6	A/C#addD,D#	A	major	A major	major-third pentacluster	A major-third pentacluster	C# D D# E A	5
"110101101101"	7	D-M11/C-addA,C-	D-	other	D- other		D- 	C D- E- F G- A- A C-	8
"001011001001"	297	Bo7/DaddE	B	diminished	B diminished	flat-ninth pentachord	B flat-ninth pentachord	D E F A- B	5
"001000100000"	37763	*	D	major	D major	interval class 4	D interval class 4	D F#	2
"000010000001"	12658	Epower	E	other	E other	interval class 5	E interval class 5	E B	2
"010101000010"	206	A#m/C#addD#	A#	minor	A# minor	perfect-fourth minor tetrachord	A# perfect-fourth minor tetrachord	C# D# E# A#	4
"010001010110"	6	A7+/C#addA#	A	augmented	A augmented	diminished-augmented ninth chord	A diminished-augmented ninth chord	C# E# G A A#	5
"110000100000"	120	*	C	other	C other	tritone-fourth	C tritone-fourth	C D- G-	3
"010010000111"	5	A/C#addA#,B	A	major	A major	major-seventh pentacluster	A major-seventh pentacluster	C# E A A# B	5
"101001100001"	17	Bdim/CaddF#	B	other	B other	Javanese pentachord	B Javanese pentachord	C D F F# B	5
"100100100110"	263	Aob9/C	A	diminished	A diminished	diminished minor-ninth chord	A diminished minor-ninth chord	C E- G- A B-	5
"100100100101"	185	Ao7/C-addC-	A	other	A other	flat-ninth pentachord	A flat-ninth pentachord	C E- G- A C-	5
"000001101100"	11	*	F	other	F other	alternating tetramirror	F alternating tetramirror	F F# A- A	4
"011000110000"	87	*	D	major	D major	double-fourth tetramirror	D double-fourth tetramirror	C# D F# G	4
"000101000101"	146	*	F	major	F major	Messiaen's truncated mode 6	F Messiaen's truncated mode 6	E- F A B	4
"101011010000"	521	CaddF,D	C	major	C major	major pentachord	C major pentachord	C D E F G	5
"011000010001"	662	G/C#	G	major	G major	all-interval tetrachord	G all-interval tetrachord	C# D G B	4
"000111100101"	11	C-susaddA,F,E-	F-	other	F- other		F- 	E- F- F G- A C-	6
"001001100010"	91	G-+M7/D	G-	augmented	G- augmented	augmented major tetrachord	G- augmented major tetrachord	D F G- B-	4
"100100101000"	1727	A-7/C	A-	major	A- major	dominant seventh chord	A- dominant seventh chord	C E- G- A-	4
"010101100010"	12	D#m9/C#	D#	minor	D# minor	minor-ninth chord	D# minor-ninth chord	C# D# E# F# A#	5
"001011001000"	84	*	D	other	D other	harmonic minor tetrachord	D harmonic minor tetrachord	D F- F A-	4
"000001001010"	5967	B-power/FaddA-	B-	other	B- other	incomplete dominant-seventh chord	B- incomplete dominant-seventh chord	F A- B-	3
"010010000001"	2191	*	C#	minor	C# minor	incomplete minor-seventh chord	C# incomplete minor-seventh chord	C# E B	3
"010011011101"	10	A9/C#addE#,G#	A	other	A other		A 	C# E E# G G# A B	7
"010100100011"	7	BM9/C#	B	major	B major	major-ninth chord	B major-ninth chord	C# D# F# A# B	5
"110101011101"	21	CmM7addA,F,D-,A-	C	minor	C minor		C 	C D- E- F G A- A B	8
"100000110110"	15	F#dim/CaddG,B-	F#	diminished	F# diminished	alternating pentachord	F# alternating pentachord	C F# G A B-	5
"010001000101"	60	F+/C#addB	F	augmented	F augmented	augmented seventh chord	F augmented seventh chord	C# F A B	4
"001000111100"	8	DaddG,G#	D	major	D major	major-third pentacluster	D major-third pentacluster	D F# G G# A	5
"011011001001"	24	C#m7addF,D	C#	minor	C# minor	combinatorial I (I1)	C# combinatorial I (I1)	C# D E F G# B	6
"010001010001"	105	C#dom7dim5	C#	other	C# other	Messiaen's truncated mode 6	C# Messiaen's truncated mode 6	C# E# G B	4
"100000101100"	51	*	F#	other	F# other	harmonic minor tetrachord	F# harmonic minor tetrachord	C F# A- A	4
"111001111101"	5	Gdom7dim5/CaddA,A-,F#,D	G	other	G other		G 	C D- D F F# G A- A B	9
"101100100010"	7	C/o9	C	diminished	C diminished	diminished-augmented ninth chord	C diminished-augmented ninth chord	C D E- G- B-	5
"000010000100"	21067	Apower/E	A	other	A other	interval class 5	A interval class 5	E A	2
"111000000001"	6	*	B	minor	B minor	chromatic tetramirror	B chromatic tetramirror	C C# D B	4
"010010010101"	706	A9/C#	A	major	A major	dominant-ninth	A dominant-ninth	C# E G A B	5
"001101000001"	91	Bdim/DaddD#	B	other	B other	major-third diminished terachord	B major-third diminished terachord	D D# F B	4
"100001001101"	23	Fm/CaddA,B	F	other	F other	major-minor diminished pentachord	F major-minor diminished pentachord	C F A- A B	5
"001101000010"	1699	B-/DaddE-	B-	major	B- major	perfect-fourth major tetrachord	B- perfect-fourth major tetrachord	D E- F B-	4
"010000100010"	4214	F#/C#	F#	major	F# major	major triad	F# major triad	C# F# A#	3
"010010110001"	58	C#/o7addF#	C#	diminished	C# diminished	Kumoi pentachord	C# Kumoi pentachord	C# E F# G B	5
"001101100010"	13	E-mM9/D	E-	minor	E- minor	minor-major ninth chord	E- minor-major ninth chord	D E- F G- B-	5
"100001001100"	298	Fm/CaddA	F	other	F other	major-minor tetramirror	F major-minor tetramirror	C F A- A	4
"010001101000"	107	C#addF#	C#	major	C# major	perfect-fourth major tetrachord	C# perfect-fourth major tetrachord	C# E# F# G#	4
"101100100110"	60	Aob9/CaddD	A	diminished	A diminished	double-phrygian heachord	A double-phrygian heachord	C D E- G- A B-	6
"000000111001"	22	*	G	major	G major	minor third tetracluster	G minor third tetracluster	F# G G# B	4
"100100110100"	357	Ao7/CaddG	A	diminished	A diminished	diminished minor-ninth chord	A diminished minor-ninth chord	C E- G- G A	5
"000100001110"	6	E-susaddA	A-	other	A- other	perfect fourth tetramirror	A- perfect fourth tetramirror	E- A- A B-	4
"000011010100"	435	FM9/E	F	major	F major	phrygian tetrachord	F phrygian tetrachord	E F G A	4
"001001101001"	136	Bo7/DaddF#	B	other	B other	diminished minor-ninth chord	B diminished minor-ninth chord	D F F# A- B	5
"010100010000"	1562	*	C#	other	C# other	incomplete dominant-seventh chord	C# incomplete dominant-seventh chord	C# E- G	3
"111001001000"	8	D-maj7/CaddD	D-	major	D- major	diminished pentacluster	D- diminished pentacluster	C D- D F A-	5
"111100000000"	5	*	C	minor	C minor	chromatic tetramirror	C chromatic tetramirror	C D- D E-	4
"101100000000"	1120	*	C	minor	C minor	minor trichord	C minor trichord	C D E-	3
"000101100110"	20	E-maddA,F	E-	minor	E- minor	Roma (Gypsy) pentachord	E- Roma (Gypsy) pentachord	E- F G- A B-	5
"100010011010"	106	A-+M9/C	A-	augmented	A- augmented	augmented-diminished ninth chord	A- augmented-diminished ninth chord	C E G A- B-	5
"000011001100"	43	*	F	major	F major	Arabian tetramirror	F Arabian tetramirror	E F G# A	4
"001001100101"	82	B/o7/DaddF#	B	other	B other	Neapolitan pentachord	B Neapolitan pentachord	D F F# A B	5
"001110010010"	24	E-maj7/DaddE	E-	major	E- major	diminished pentacluster	E- diminished pentacluster	D E- E G B-	5
"100000110001"	77	*	G	major	G major	double-fourth tetramirror	G double-fourth tetramirror	C F# G B	4
"100101001101"	7	Fm7/CaddA,B	F	other	F other	combinatorial RI (RI4)	F combinatorial RI (RI4)	C E- F A- A B	6
"010000000000"	22844	C#pedal	C#	other	C# other	unison	C# unison	C#	1
"010000000101"	1346	*	A	major	A major	whole-tone trichord	A whole-tone trichord	C# A B	3
"100100000100"	6885	Adim/C	A	diminished	A diminished	diminished triad	A diminished triad	C E- A	3
"100001011000"	777	Fm/CaddG	F	minor	F minor	major-second minor tetrachord	F major-second minor tetrachord	C F G A-	4
"000000010011"	219	*	G	other	G other	major-minor trichord	G major-minor trichord	G B- B	3
"110101000000"	38	D-M9/C	D-	major	D- major	phrygian tetrachord	D- phrygian tetrachord	C D- E- F	4
"010011001001"	14	C#m7addE#	C#	other	C# other	Neapolitan pentachord	C# Neapolitan pentachord	C# E E# G# B	5
"000011000110"	75	*	F	major	F major	double-fourth tetramirror	F double-fourth tetramirror	E F A B-	4
"000001000001"	4959	*	B	other	B other	tritone	B tritone	F B	2
"101010100100"	742	D9/C	D	major	D major	dominant-ninth	D dominant-ninth	C D E F# A	5
"001101010001"	201	E-+M9/D	E-	augmented	E- augmented	augmented-diminished ninth chord	E- augmented-diminished ninth chord	D E- F G B	5
"010011001000"	41	C#maddE#	C#	other	C# other	major-minor tetramirror	C# major-minor tetramirror	C# E E# G#	4
"110001011010"	8	G/o11/C	G	diminished	G diminished	minor hexachord	G minor hexachord	C D- F G A- B-	6
"000100000111"	17	*	A	other	A other	major third tetracluster	A major third tetracluster	E- A B- B	4
"100001100000"	120	Fpower/CaddG-	F	other	F other	tritone-fourth	F tritone-fourth	C F G-	3
"010001101010"	6	F#M9/C#	F#	major	F# major	major-ninth chord	F# major-ninth chord	C# E# F# G# A#	5
"011000100010"	163	D+M7/C#	D	augmented	D augmented	augmented major tetrachord	D augmented major tetrachord	C# D F# A#	4
"011110100000"	5	DM9/C#addD#,omitA	D	major	D major	major-second pentacluster	D major-second pentacluster	C# D D# E F#	5
"101100000100"	401	Adim/CaddD	A	diminished	A diminished	perfect-fourth diminished tetrachord	A perfect-fourth diminished tetrachord	C D E- A	4
"001000110100"	2459	DaddG	D	major	D major	perfect-fourth major tetrachord	D perfect-fourth major tetrachord	D F# G A	4
"110010000001"	5	*	C	major	C major	minor third tetracluster	C minor third tetracluster	C C# E B	4
"000011010101"	57	EmaddA,F	E	minor	E minor	phrygian pentachord	E phrygian pentachord	E F G A B	5
"101011000001"	87	Bdim/CaddE	B	diminished	B diminished	locrian pentachord	B locrian pentachord	C D E F B	5
"010011011111"	20	A9/C#addA#,E#,G#	A	other	A other		A 	C# E E# G G# A A# B	8
"001001000111"	14	B-maj7/DaddB	B-	major	B- major	diminished pentacluster	B- diminished pentacluster	D F A B- B	5
"100000011100"	11	*	A-	major	A- major	minor third tetracluster	A- minor third tetracluster	C G A- A	4
"000001100011"	11	*	G-	major	G- major	double-fourth tetramirror	G- double-fourth tetramirror	F G- B- C-	4
"000110010000"	235	*	E-	major	E- major	major-minor trichord	E- major-minor trichord	E- E G	3
"010100100000"	573	*	D#	minor	D# minor	incomplete minor-seventh chord	D# incomplete minor-seventh chord	C# D# F#	3
"110000000100"	170	*	A	other	A other	major-minor trichord	A major-minor trichord	C C# A	3
"100001000100"	51127	F/C	F	major	F major	major triad	F major triad	C F A	3
"100000011010"	190	A-M9/C	A-	major	A- major	phrygian tetrachord	A- phrygian tetrachord	C G A- B-	4
"000001010110"	484	Gm9/F	G	minor	G minor	lydian tetrachord	G lydian tetrachord	F G A B-	4
"000110100100"	444	*	F#	minor	F# minor	minor-second diminished tetrachord	F# minor-second diminished tetrachord	E- E F# A	4
"100100000001"	392	*	C	minor	C minor	major-minor trichord	C major-minor trichord	C E- C-	3
"000000011010"	737	*	G	minor	G minor	phrygian trichord	G phrygian trichord	G A- B-	3
"101001101100"	5	D/o7/CaddA,F#	D	other	D other	combinatorial RI (RI4)	D combinatorial RI (RI4)	C D F F# A- A	6
"010000101010"	121	F#/C#addG#	F#	major	F# major	major-second major tetrachord	F# major-second major tetrachord	C# F# G# A#	4
"011010110010"	5	D+M11/C#	D	augmented	D augmented	double-phrygian heachord	D double-phrygian heachord	C# D E F# G A#	6
"000000001101"	963	*	G#	minor	G# minor	phrygian trichord	G# phrygian trichord	G# A B	3
"100000010111"	8	*	A	minor	A minor	major-second pentacluster	A major-second pentacluster	C G A B- B	5
"100100001010"	626	A-/CaddB-	A-	major	A- major	major-second major tetrachord	A- major-second major tetrachord	C E- A- B-	4
"110101001010"	5	B-m11/C	B-	minor	B- minor	C all combinatorial (P6, I3, RI9)	B- C all combinatorial (P6, I3, RI9)	C D- E- F A- B-	6
"101011010010"	70	C11	C	major	C major	dominant-eleventh	C dominant-eleventh	C D E F G B-	6
"000110101101"	49	F-M11/C-	F-	major	F- major	locrian hexachord	F- locrian hexachord	E- F- G- A- B-- C-	6
"001001101011"	5	B-7/DaddF#,B	B-	other	B- other	double-phrygian heachord	B- double-phrygian heachord	D F F# A- B- B	6
"101010010100"	362	Am7/CaddD	A	minor	A minor	major pentatonic	A major pentatonic	C D E G A	5
"100100001100"	157	A-/CaddA	A-	major	A- major	major-diminished tetrachord	A- major-diminished tetrachord	C E- A- A	4
"111000010000"	29	CpoweraddD-,D	C	other	C other	perfect fourth tetramirror	C perfect fourth tetramirror	C D- D G	4
"111001000100"	21	D-+M7/CaddD	D-	augmented	D- augmented	center-cluster pentamirror	D- center-cluster pentamirror	C D- D F A	5
"001100100000"	418	*	D	major	D major	major-minor trichord	D major-minor trichord	D D# F#	3
"001101001110"	14	B-7/DaddA,E-	B-	major	B- major	combinatorial I (I5)	B- combinatorial I (I5)	D E- F A- A B-	6
"110000010001"	24	CpoweraddC#,B	C	other	C other	major third testacluster	C major third testacluster	C C# G B	4
"110101001000"	36	D-M9/C	D-	major	D- major	major-ninth chord	D- major-ninth chord	C D- E- F A-	5
"101001100100"	102	Dm7/CaddF#	D	other	D other	Neapolitan pentachord	D Neapolitan pentachord	C D F F# A	5
"001000100111"	20	B-+M7/DaddB	B-	augmented	B- augmented	center-cluster pentamirror	B- center-cluster pentamirror	D F# A B- B	5
"001110010001"	33	E-+M7/DaddE	E-	augmented	E- augmented	center-cluster pentamirror	E- center-cluster pentamirror	D E- E G B	5
"101001011001"	42	G7/CaddA-	G	major	G major	combinatorial RI (RI9)	G combinatorial RI (RI9)	C D F G A- B	6
"110001010001"	13	Gdom7dim5/C	G	other	G other	asssymetric pentamirror	G asssymetric pentamirror	C D- F G B	5
"010011100010"	28	F#7/C#addE#	F#	major	F# major	diminished pentacluster	F# diminished pentacluster	C# E E# F# A#	5
"000010001101"	803	EaddA	E	major	E major	perfect-fourth major tetrachord	E perfect-fourth major tetrachord	E G# A B	4
"000010110100"	560	*	F#	minor	F# minor	minor tetramirror	F# minor tetramirror	E F# G A	4
"001110011010"	5	E-maj7/DaddG#,E	E-	other	E- other	complement of all tri-chord hexachord	E- complement of all tri-chord hexachord	D E- E G G# B-	6
